Dataset,Study
0000064ti=105721cl=4db=184,present
0000064ti=108385cl=13db=184,present
0000064ti=123732cl=10db=184,present
0000064ti=131578cl=10db=184,present
0000064ti=135860cl=0db=184,present
0000064ti=13730cl=3db=184,present
0000064ti=13730cl=4db=184,present
0000064ti=13730cl=5db=184,present
0000064ti=147388cl=17db=184,present
0000064ti=155231cl=1db=184,present
0000064ti=166052cl=8db=184,present
0000064ti=169617cl=14db=184,present
0000064ti=169642cl=8db=184,present
0000064ti=171627cl=6db=184,present
0000064ti=173647cl=4db=184,present
0000064ti=186782cl=7db=184,present
0000064ti=190812cl=9db=184,present
0000064ti=211587cl=12db=184,present
0000064ti=213547cl=3db=184,present
0000064ti=217046cl=17db=184,present
0000064ti=219120cl=1db=184,present
0000064ti=23121cl=1db=184,present
0000064ti=232347cl=47db=184,present
0000064ti=239225cl=2db=184,present
0000064ti=24921cl=2db=184,present
0000064ti=24966cl=14db=184,present
0000064ti=25443cl=8db=184,present
0000064ti=256680cl=1db=184,present
0000064ti=26319cl=12db=184,present
0000064ti=26777cl=7db=184,present
0000064ti=272339cl=14db=184,present
0000064ti=2807cl=7db=184,present
0000064ti=303181cl=0db=184,present
0000064ti=303181cl=12db=184,present
0000064ti=30458cl=8db=184,present
0000064ti=32281cl=6db=184,present
0000064ti=32346cl=33db=184,present
0000064ti=32417cl=9db=184,present
0000064ti=33554cl=23db=184,present
0000064ti=337963cl=18db=184,present
0000064ti=3402cl=2db=184,present
0000064ti=3511cl=0db=184,present
0000064ti=36294cl=8db=184,present
0000064ti=366451cl=2db=184,present
0000064ti=39236cl=1db=184,present
0000064ti=40086cl=5db=184,present
0000064ti=4022cl=5db=184,present
0000064ti=4027cl=1db=184,present
0000064ti=4107cl=72db=184,present
0000064ti=4107cl=75db=184,present
0000064ti=4107cl=80db=184,present
0000064ti=4150cl=1db=184,present
0000064ti=41946cl=6db=184,present
0000064ti=42111cl=1db=184,present
0000064ti=424569cl=7db=184,present
0000064ti=424572cl=7db=184,present
0000064ti=424574cl=72db=184,present
0000064ti=424574cl=75db=184,present
0000064ti=424574cl=80db=184,present
0000064ti=4346cl=17db=184,present
0000064ti=43756cl=2db=184,present
0000064ti=44311cl=1db=184,present
0000064ti=452342cl=1db=184,present
0000064ti=452564cl=7db=184,present
0000064ti=45340cl=1db=184,present
0000064ti=48134cl=0db=184,present
0000064ti=48789cl=6db=184,present
0000064ti=49487cl=0db=184,present
0000064ti=509251cl=0db=184,present
0000064ti=5401cl=1db=184,present
0000064ti=5475cl=49db=184,present
0000064ti=5498cl=7db=184,present
0000064ti=58911cl=16db=184,present
0000064ti=6101cl=685db=184,present
0000064ti=61531cl=1db=184,present
0000064ti=6324cl=0db=184,present
0000064ti=6407cl=4db=184,present
0000064ti=7059cl=20db=184,present
0000064ti=715364cl=5db=184,present
0000064ti=7215cl=12db=184,present
0000064ti=84224cl=2db=184,present
0000064ti=84337cl=0db=184,present
0000064ti=8518cl=4db=184,present
0000064ti=8689cl=35db=184,present
0000064ti=89998cl=16db=184,present
0000064ti=92572cl=8db=184,present
0000064ti=9277cl=0db=184,present
0000065ti=106263cl=3db=184,present
0000065ti=116167cl=0db=184,present
0000065ti=118267cl=49db=184,present
0000065ti=123360cl=1db=184,present
0000065ti=13205cl=1db=184,present
0000065ti=147383cl=15db=184,present
0000065ti=147387cl=45db=184,present
0000065ti=162475cl=0db=184,present
0000065ti=163090cl=26db=184,present
0000065ti=16736cl=2db=184,present
0000065ti=167503cl=6db=184,present
0000065ti=169194cl=0db=184,present
0000065ti=171627cl=7db=184,present
0000065ti=186285cl=9db=184,present
0000065ti=189478cl=1db=184,present
0000065ti=189479cl=1db=184,present
0000065ti=200710cl=0db=184,present
0000065ti=202994cl=0db=184,present
0000065ti=215746cl=1db=184,present
0000065ti=216712cl=1db=184,present
0000065ti=216795cl=7db=184,present
0000065ti=232803cl=1db=184,present
0000065ti=265084cl=4db=184,present
0000065ti=28725cl=6db=184,present
0000065ti=30095cl=2db=184,present
0000065ti=3042cl=5db=184,present
0000065ti=30559cl=8db=184,present
0000065ti=319060cl=24db=184,present
0000065ti=32281cl=29db=184,present
0000065ti=32390cl=2db=184,present
0000065ti=32456cl=398db=184,present
0000065ti=33184cl=0db=184,present
0000065ti=34643cl=4db=184,present
0000065ti=351509cl=4db=184,present
0000065ti=3700cl=24db=184,present
0000065ti=38096cl=1db=184,present
0000065ti=38386cl=4db=184,present
0000065ti=39933cl=3db=184,present
0000065ti=401701cl=0db=184,present
0000065ti=4056cl=0db=184,present
0000065ti=41827cl=89db=184,present
0000065ti=418967cl=5db=184,present
0000065ti=4206cl=17db=184,present
0000065ti=42261cl=1db=184,present
0000065ti=4305cl=0db=184,present
0000065ti=433514cl=3db=184,present
0000065ti=43845cl=9db=184,present
0000065ti=452342cl=7db=184,present
0000065ti=46877cl=9db=184,present
0000065ti=46879cl=9db=184,present
0000065ti=47021cl=1db=184,present
0000065ti=4747cl=13db=184,present
0000065ti=49641cl=2db=184,present
0000065ti=51466cl=0db=184,present
0000065ti=53684cl=2db=184,present
0000065ti=57381cl=11db=184,present
0000065ti=59213cl=2db=184,present
0000065ti=61531cl=0db=184,present
0000065ti=6191cl=2db=184,present
0000065ti=63708cl=4db=184,present
0000065ti=65163cl=0db=184,present
0000065ti=68883cl=0db=184,present
0000065ti=69683cl=4db=184,present
0000065ti=7143cl=1db=184,present
0000065ti=718227cl=4db=184,present
0000065ti=721808cl=1db=184,present
0000065ti=8418cl=42db=184,present
0000065ti=85996cl=1db=184,present
0000065ti=9149cl=2db=184,present
0000065ti=9398cl=8db=184,present
0000065ti=9443cl=73db=184,present
0000065ti=9526cl=54db=184,present
0000065ti=96541cl=0db=184,present
0000066ti=107372cl=0db=184,present
0000066ti=107870cl=2db=184,present
0000066ti=119670cl=2db=184,present
0000066ti=123360cl=0db=184,present
0000066ti=124129cl=17db=184,present
0000066ti=124226cl=2db=184,present
0000066ti=12927cl=0db=184,present
0000066ti=129530cl=1db=184,present
0000066ti=13398cl=18db=184,present
0000066ti=13806cl=0db=184,present
0000066ti=139271cl=2db=184,present
0000066ti=139271cl=3db=184,present
0000066ti=139271cl=6db=184,present
0000066ti=145342cl=3db=184,present
0000066ti=147539cl=2db=184,present
0000066ti=162809cl=5db=184,present
0000066ti=169634cl=0db=184,present
0000066ti=186774cl=6db=184,present
0000066ti=192427cl=7db=184,present
0000066ti=195544cl=2db=184,present
0000066ti=219134cl=0db=184,present
0000066ti=227089cl=9db=184,present
0000066ti=228014cl=0db=184,present
0000066ti=241778cl=7db=184,present
0000066ti=256680cl=0db=184,present
0000066ti=25736cl=0db=184,present
0000066ti=28577cl=2db=184,present
0000066ti=28771cl=4db=184,present
0000066ti=293506cl=5db=184,present
0000066ti=30559cl=6db=184,present
0000066ti=311979cl=1db=184,present
0000066ti=3166cl=5db=184,present
0000066ti=32341cl=34db=184,present
0000066ti=3278cl=10db=184,present
0000066ti=328320cl=6db=184,present
0000066ti=3296cl=3db=184,present
0000066ti=3297cl=3db=184,present
0000066ti=3298cl=3db=184,present
0000066ti=33365cl=55db=184,present
0000066ti=33368cl=6db=184,present
0000066ti=33372cl=4db=184,present
0000066ti=3432cl=90db=184,present
0000066ti=3433cl=17db=184,present
0000066ti=35127cl=0db=184,present
0000066ti=35627cl=9db=184,present
0000066ti=3608cl=3db=184,present
0000066ti=3754cl=6db=184,present
0000066ti=377834cl=2db=184,present
0000066ti=38608cl=1db=184,present
0000066ti=3932cl=17db=184,present
0000066ti=39677cl=2db=184,present
0000066ti=39938cl=0db=184,present
0000066ti=404297cl=5db=184,present
0000066ti=40634cl=2db=184,present
0000066ti=4085cl=0db=184,present
0000066ti=4107cl=77db=184,present
0000066ti=41085cl=19db=184,present
0000066ti=41945cl=147db=184,present
0000066ti=424562cl=0db=184,present
0000066ti=424574cl=77db=184,present
0000066ti=42759cl=2db=184,present
0000066ti=4346cl=15db=184,present
0000066ti=43816cl=40db=184,present
0000066ti=4418cl=40db=184,present
0000066ti=44927cl=4db=184,present
0000066ti=44928cl=4db=184,present
0000066ti=451871cl=19db=184,present
0000066ti=4643cl=0db=184,present
0000066ti=503140cl=1db=184,present
0000066ti=54588cl=0db=184,present
0000066ti=54924cl=20db=184,present
0000066ti=54924cl=21db=184,present
0000066ti=54924cl=22db=184,present
0000066ti=58020cl=3db=184,present
0000066ti=62155cl=1db=184,present
0000066ti=640623cl=3db=184,present
0000066ti=6470cl=2db=184,present
0000066ti=7020cl=3db=184,present
0000066ti=73028cl=5db=184,present
0000066ti=73249cl=2db=184,present
0000066ti=75144cl=2db=184,present
0000066ti=75543cl=3db=184,present
0000066ti=8561cl=4db=184,present
0000066ti=9108cl=15db=184,present
0000066ti=92558cl=12db=184,present
0000066ti=9398cl=6db=184,present
0000066ti=95951cl=0db=184,present
0000066ti=95951cl=1db=184,present
0000066ti=95951cl=3db=184,present
0000066ti=9722cl=41db=184,present
0000066ti=99434cl=2db=184,present
0000066ti=9975cl=140db=184,present
0000067ti=102805cl=2db=184,present
0000067ti=110043cl=1db=184,present
0000067ti=112993cl=0db=184,present
0000067ti=112993cl=2db=184,present
0000067ti=115404cl=4db=184,present
0000067ti=118632cl=0db=184,present
0000067ti=119670cl=1db=184,present
0000067ti=129913cl=0db=184,present
0000067ti=13215cl=3db=184,present
0000067ti=13665cl=8db=184,present
0000067ti=13699cl=3db=184,present
0000067ti=139131cl=1db=184,present
0000067ti=142931cl=0db=184,present
0000067ti=144703cl=3db=184,present
0000067ti=147432cl=17db=184,present
0000067ti=158422cl=3db=184,present
0000067ti=165790cl=4db=184,present
0000067ti=169648cl=11db=184,present
0000067ti=173647cl=3db=184,present
0000067ti=184166cl=2db=184,present
0000067ti=188956cl=0db=184,present
0000067ti=192204cl=13db=184,present
0000067ti=20008cl=3db=184,present
0000067ti=211564cl=21db=184,present
0000067ti=214137cl=0db=184,present
0000067ti=216335cl=0db=184,present
0000067ti=219384cl=17db=184,present
0000067ti=224893cl=6db=184,present
0000067ti=233875cl=0db=184,present
0000067ti=288800cl=0db=184,present
0000067ti=29020cl=4db=184,present
0000067ti=291965cl=1db=184,present
0000067ti=30095cl=3db=184,present
0000067ti=30700cl=0db=184,present
0000067ti=318560cl=2db=184,present
0000067ti=3296cl=8db=184,present
0000067ti=3297cl=8db=184,present
0000067ti=33372cl=3db=184,present
0000067ti=34687cl=11db=184,present
0000067ti=352372cl=2db=184,present
0000067ti=35887cl=2db=184,present
0000067ti=3646cl=6db=184,present
0000067ti=3680cl=16db=184,present
0000067ti=3681cl=16db=184,present
0000067ti=3683cl=6db=184,present
0000067ti=3684cl=6db=184,present
0000067ti=372087cl=0db=184,present
0000067ti=374051cl=13db=184,present
0000067ti=374051cl=1db=184,present
0000067ti=37818cl=10db=184,present
0000067ti=3853cl=1db=184,present
0000067ti=3963cl=4db=184,present
0000067ti=40040cl=1db=184,present
0000067ti=400782cl=8db=184,present
0000067ti=40163cl=21db=184,present
0000067ti=4055cl=538db=184,present
0000067ti=40596cl=0db=184,present
0000067ti=40685cl=4db=184,present
0000067ti=41142cl=11db=184,present
0000067ti=41360cl=4db=184,present
0000067ti=42300cl=0db=184,present
0000067ti=432006cl=4db=184,present
0000067ti=43216cl=0db=184,present
0000067ti=43739cl=0db=184,present
0000067ti=451868cl=67db=184,present
0000067ti=496886cl=1db=184,present
0000067ti=50672cl=8db=184,present
0000067ti=50673cl=13db=184,present
0000067ti=5071cl=2db=184,present
0000067ti=5234cl=114db=184,present
0000067ti=56922cl=0db=184,present
0000067ti=58020cl=8db=184,present
0000067ti=58897cl=4db=184,present
0000067ti=632256cl=0db=184,present
0000067ti=65495cl=1db=184,present
0000067ti=71493cl=0db=184,present
0000067ti=72045cl=0db=184,present
0000067ti=721805cl=6db=184,present
0000067ti=74721cl=0db=184,present
0000067ti=75235cl=22db=184,present
0000067ti=75968cl=7db=184,present
0000067ti=80443cl=0db=184,present
0000067ti=80443cl=2db=184,present
0000067ti=82617cl=5db=184,present
0000067ti=8399cl=1db=184,present
0000067ti=8561cl=2db=184,present
0000067ti=9526cl=44db=184,present
0000067ti=96783cl=2db=184,present
0000068ti=102812cl=56db=184,present
0000068ti=111982cl=0db=184,present
0000068ti=112286cl=2db=184,present
0000068ti=112286cl=3db=184,present
0000068ti=119259cl=5db=184,present
0000068ti=125045cl=0db=184,present
0000068ti=126287cl=3db=184,present
0000068ti=127399cl=2db=184,present
0000068ti=130486cl=4db=184,present
0000068ti=137503cl=9db=184,present
0000068ti=143999cl=1db=184,present
0000068ti=145629cl=4db=184,present
0000068ti=147099cl=0db=184,present
0000068ti=155324cl=0db=184,present
0000068ti=162809cl=2db=184,present
0000068ti=164823cl=0db=184,present
0000068ti=167483cl=13db=184,present
0000068ti=169653cl=4db=184,present
0000068ti=169697cl=70db=184,present
0000068ti=169700cl=0db=184,present
0000068ti=169705cl=18db=184,present
0000068ti=174527cl=2db=184,present
0000068ti=186622cl=17db=184,present
0000068ti=186770cl=6db=184,present
0000068ti=216772cl=8db=184,present
0000068ti=224525cl=2db=184,present
0000068ti=226742cl=14db=184,present
0000068ti=239225cl=3db=184,present
0000068ti=26319cl=14db=184,present
0000068ti=27372cl=1db=184,present
0000068ti=30559cl=7db=184,present
0000068ti=30828cl=4db=184,present
0000068ti=32162cl=4db=184,present
0000068ti=3219cl=27db=184,present
0000068ti=32324cl=12db=184,present
0000068ti=32440cl=17db=184,present
0000068ti=328321cl=2db=184,present
0000068ti=33554cl=25db=184,present
0000068ti=3474cl=1db=184,present
0000068ti=3646cl=18db=184,present
0000068ti=37093cl=4db=184,present
0000068ti=38135cl=6db=184,present
0000068ti=38136cl=6db=184,present
0000068ti=38137cl=6db=184,present
0000068ti=40551cl=13db=184,present
0000068ti=40551cl=69db=184,present
0000068ti=41477cl=5db=184,present
0000068ti=43749cl=2db=184,present
0000068ti=453038cl=5db=184,present
0000068ti=4619cl=7db=184,present
0000068ti=4710cl=13db=184,present
0000068ti=4710cl=69db=184,present
0000068ti=50672cl=19db=184,present
0000068ti=50931cl=2db=184,present
0000068ti=51280cl=0db=184,present
0000068ti=51763cl=4db=184,present
0000068ti=5237cl=2db=184,present
0000068ti=5305cl=4db=184,present
0000068ti=54924cl=23db=184,present
0000068ti=57380cl=0db=184,present
0000068ti=60930cl=2db=184,present
0000068ti=67477cl=0db=184,present
0000068ti=69450cl=0db=184,present
0000068ti=69469cl=0db=184,present
0000068ti=703243cl=0db=184,present
0000068ti=70894cl=8db=184,present
0000068ti=70895cl=8db=184,present
0000068ti=7117cl=5db=184,present
0000068ti=74973cl=3db=184,present
0000068ti=75968cl=8db=184,present
0000068ti=77521cl=1db=184,present
0000068ti=7899cl=17db=184,present
0000068ti=7900cl=17db=184,present
0000068ti=82617cl=1db=184,present
0000068ti=85823cl=2db=184,present
0000068ti=8602cl=3db=184,present
0000068ti=89073cl=8db=184,present
0000068ti=8911cl=0db=184,present
0000068ti=8955cl=11db=184,present
0000068ti=91800cl=4db=184,present
0000068ti=9398cl=7db=184,present
0000068ti=95951cl=4db=184,present
0000069ti=101148cl=2db=184,present
0000069ti=127322cl=1db=184,present
0000069ti=131210cl=6db=184,present
0000069ti=13228cl=7db=184,present
0000069ti=147435cl=1db=184,present
0000069ti=155324cl=1db=184,present
0000069ti=155324cl=2db=184,present
0000069ti=158406cl=10db=184,present
0000069ti=16362cl=7db=184,present
0000069ti=16714cl=5db=184,present
0000069ti=167503cl=7db=184,present
0000069ti=169726cl=4db=184,present
0000069ti=170974cl=3db=184,present
0000069ti=172634cl=3db=184,present
0000069ti=178174cl=2db=184,present
0000069ti=178174cl=4db=184,present
0000069ti=196567cl=0db=184,present
0000069ti=211219cl=1db=184,present
0000069ti=214598cl=3db=184,present
0000069ti=23066cl=6db=184,present
0000069ti=27434cl=21db=184,present
0000069ti=27544cl=6db=184,present
0000069ti=293139cl=1db=184,present
0000069ti=295125cl=6db=184,present
0000069ti=30828cl=2db=184,present
0000069ti=30828cl=3db=184,present
0000069ti=32321cl=12db=184,present
0000069ti=3318cl=82db=184,present
0000069ti=33368cl=4db=184,present
0000069ti=3401cl=14db=184,present
0000069ti=3511cl=2db=184,present
0000069ti=3801cl=6db=184,present
0000069ti=38096cl=3db=184,present
0000069ti=38135cl=3db=184,present
0000069ti=38136cl=3db=184,present
0000069ti=38137cl=3db=184,present
0000069ti=38609cl=10db=184,present
0000069ti=38609cl=12db=184,present
0000069ti=404314cl=8db=184,present
0000069ti=432005cl=4db=184,present
0000069ti=43866cl=2db=184,present
0000069ti=43873cl=0db=184,present
0000069ti=44928cl=0db=184,present
0000069ti=45284cl=7db=184,present
0000069ti=453038cl=2db=184,present
0000069ti=46034cl=7db=184,present
0000069ti=46036cl=2db=184,present
0000069ti=4630cl=7db=184,present
0000069ti=4631cl=7db=184,present
0000069ti=47520cl=7db=184,present
0000069ti=47521cl=7db=184,present
0000069ti=47522cl=7db=184,present
0000069ti=48789cl=4db=184,present
0000069ti=496886cl=0db=184,present
0000069ti=5181cl=2db=184,present
0000069ti=57970cl=2db=184,present
0000069ti=5820cl=11db=184,present
0000069ti=6059cl=4db=184,present
0000069ti=60757cl=2db=184,present
0000069ti=60757cl=6db=184,present
0000069ti=61508cl=9db=184,present
0000069ti=640869cl=2db=184,present
0000069ti=65055cl=18db=184,present
0000069ti=6643cl=8db=184,present
0000069ti=685149cl=1db=184,present
0000069ti=69468cl=0db=184,present
0000069ti=706613cl=4db=184,present
0000069ti=7080cl=3db=184,present
0000069ti=715363cl=3db=184,present
0000069ti=7214cl=9db=184,present
0000069ti=74663cl=2db=184,present
